winner,loser,white_pieces,black_pieces,moves,evaluations,material_advantage,move_count
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e6, d1b3, d7d5, a2a3, c7c5, f2f4, c5d4, b3b6, a7b6, h2h4, d5c4, e2e3, b6b5, c1d2, f8c5, f1e2, d4e3, h1h3, e3d2, e1f1, d2d1q, e2d1, d8d1","[0.0077, 0.0041, 0.0041, 0.0002, -0.0005, -0.0126, -0.015, -0.0929, -0.0927, -0.1002, -0.1011, -0.1016, -0.1002, -0.1042, -0.0984, -0.111, -0.1115, -0.1253, -0.1267, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -10, -10, -11, -11, -11, -11, -11, -11, -12, -12, -15, -15, -23, -14, -17",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, b1c3, f6h5, d1h5, a7a5, h5f7","[-0.0004, -0.0014, 0.0597, 0.0597, 0.9999, 1.0]","0, 0, 0, 3, 3, 4",6
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, g1f3, e5e4, h2h4, e4f3, e2e4, d7d5, b1c3, g8f6, c1a3, b4a3, d1f3, d8e7, f3f4, a3d6, f4g3, d6g3, a1d1, f6e4, h4h5, e4c3, f1e2, e7e2","[-0.0155, -0.0173, -0.0167, -0.0493, -0.0485, -0.0522, -0.0514, -0.0525, -0.0546, -0.0761, -0.0764, -0.0748, -0.0745, -0.082, -0.0843, -0.1074, -0.1075, -0.1238, -0.1321, -0.9998, -0.9999, -0.9999, -1.0]","-1, -1, -1, -1, -4, -4, -4, -4, -4, -4, -7, -6, -6, -6, -6, -6, -15, -15, -16, -16, -19, -19, -22",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, b8d7, d1c2, f7f5, c2f5, d7b8, f5c2, e8d7, g1f3, h7h5, c2f5, d7d6, f5e5, d6d7, e5e6, d7e8, e6g6, e8d7, f3e5","[0.0071, 0.0174, 0.0159, 0.0226, 0.0227, 0.0253, 0.0243, 0.0485, 0.0504, 0.9993, 0.9994, 0.9994, 0.9995, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f2f3, d5d4, b2b3, e7e5, b1c3, d4c3, h2h3, d8h4, g2g3, h4g3","[-0.0144, -0.0134, -0.0164, -0.0179, -0.0465, -0.0468, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -3, -3, -3, -3, -4",10
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8c6, c2c4, d8g5, c1g5, c6a5, c4d5, c8d7, d5e6, c7c5, e6d7, e8d7, d4c5, d7c6, f3e5, c6b5, d1d7, b5b4, e5d3, b4c4, b1d2","[0.0025, 0.0012, 0.0733, 0.0742, 0.0805, 0.0816, 0.0861, 0.0847, 0.1805, 0.3234, 0.6589, 0.9988, 0.9994, 0.9995, 0.9996, 0.9997, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 9, 9, 10, 10, 11, 11, 14, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14",20
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"h2h3, b8c6, c2c4, c6b4, a2a4, b4c2, d1c2, d4c2, e1e2, c2a1, e2d1, c7c6, d1e1, a1b3, e4e5, b3c1, g2g4, d8b6, d2d4, b6b2, f2f4, b2b1, g1e2, c1e2, e1e2, b1e4, e2d2, e4h1, d2c1, h1f1, c1d2, f1f4, d2e1, f4e3, e1f1, e3d4, f1e1, d4e5, e1f2, e7e6, f2f3, f8c5, a4a5, e5e3, f3g2, e3f2, g2h1, f2g1","[0.003, -0.0103, -0.0261, -0.0267, -0.1053, -0.1059, -0.1061, -0.1061, -0.1098, -0.1097, -0.1112, -0.1118, -0.1166, -0.1144, -0.1299, -0.131, -0.1363, -0.1377, -0.1445, -0.1439, -0.16, -0.1628, -0.1741, -0.1755, -0.1762, -0.1773, -0.1786, -0.18, -0.185, -0.1904, -0.1919, -0.4703, -0.5355, -0.546, -0.546, -0.5463, -0.5463, -0.9979, -0.9994, -0.9995, -0.9995, -0.9996, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","-3, -3, -3, -3, -3, -3, 0, -9, -9, -14, -14, -14, -14, -14, -14, -17, -17, -17, -17, -18, -18, -21, -21, -24, -21, -21, -21, -26, -26, -29, -29, -30, -30, -30, -30, -31, -31, -32, -32, -32, -32, -32, -32, -32, -32, -32, -32, -32",48
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, h7h5, b1c3, d8a5, f1c4, e7e5, d5e6, h5h4, e6f7, e8d8, f7g8q, d8e8, d1e2, e8d8, g8h8, g7g6, h8f6, f8e7, e2e7","[0.001, 0.0156, 0.011, 0.0214, 0.0217, 0.0281, 0.0317, 0.0829, 0.083, 0.0843, 0.0857, 0.9993, 0.9994, 0.9994, 0.9995, 0.9997, 0.9998, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 14, 14, 14, 14, 19, 19, 19, 19, 22",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, b1a3, c5d4, a3c4, d5c4, e1d2, f8b4, c2c3, d4c3, d2e3, d8d1, a2a3, g8f6, a1b1, f6d5, e3e4, f7f5, e4e5, b8c6","[-0.0014, -0.0102, -0.0112, -0.0464, -0.0468, -0.0727, -0.0716, -0.0722, -0.0717, -0.1628, -0.1648, -0.216, -0.9987, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -4, -4, -4, -4, -5, -5, -14, -14, -14, -14, -14, -14, -14, -14, -14",19
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, a7a6, d2d4, b7b5, a2a4, d8d5, a4b5, d5f3, d1f3, g7g5, f3a8, f8h6, a8b8, g8f6, b8c8","[0.0077, 0.01, 0.0089, 0.0146, 0.0157, 0.0172, 0.0171, 0.0947, 0.0969, 0.154, 0.165, 0.1768, 0.2009, 0.9999, 1.0]","1, 1, 1, 1, 1, 0, 1, 1, 10, 10, 15, 15, 18, 18, 21",15
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, c2c3, b8c6, a2a4, g8f6, d1d2, c5d4, d2f4, f8d6, f3e5, d6e5, b2b3, e5f4, b3b4, f4c1, e1d1, c1b2, e2e3, b2a1, f1c4, d5c4, d1c1, d4c3, g2g3, a1b2, c1c2, c6b4","[-0.0017, -0.0032, -0.0039, -0.007, -0.0071, -0.0132, -0.0123, -0.0327, -0.0291, -0.07, -0.0706, -0.0975, -0.0969, -0.131, -0.1326, -0.1396, -0.1435, -0.1476, -0.1522, -0.18, -0.1914, -0.9994, -0.9995, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -4, -4, -13, -13, -16, -16, -16, -16, -21, -21, -24, -24, -25, -25, -25, -25, -26",27
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8a6, g1f3, d7d5, e4d5, f6g4, h2h3, e8d7, h3g4, f8a3, b1a3, d8f8, d2d4, d7d6, d4e5, d6d7, e5e6, f7e6, f3e5, d7e7, c1g5, e7d6, d5e6, d6c5, d1d5, c5b4, d5b5","[0.0039, 0.0046, 0.0048, 0.0052, 0.0266, 0.0274, 0.0652, 0.0656, 0.0839, 0.086, 0.0955, 0.0935, 0.1155, 0.1215, 0.1221, 0.1236, 0.1442, 0.1426, 0.1733, 0.9983, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 1, 1, 1, 1, 4, 4, 7, 7, 7, 7, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f1b5, d4b5, h2h4, h7h5, g1e2, c7c5, g2g4, b5d4, e4e5, d4f3, e1f1, d7d6, a2a4, d6e5, g4h5, d8d7, c2c4, d7h3, h1h3, c8h3","[-0.0132, -0.0632, -0.0728, -0.0693, -0.0725, -0.0715, -0.0826, -0.0792, -0.0896, -0.0866, -0.0829, -0.0842, -0.0927, -0.0897, -0.0988, -0.0939, -0.9998, -0.9999, -0.9999, -1.0]","-3, -6, -6, -6, -6, -6, -6, -6, -6, -6, -6, -6, -6, -7, -6, -6, -6, -6, 3, -2",20
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, d8d7, b1c3, d7d5, c3d5, e8d8, g1f3, f7f5, e2e4, f5e4, f3e5, d8e8, d5c7, e8d8, c7a8, h7h5, e5f7, d8d7, d1b3, b7b6, b3d5, d7e8, a8c7","[0.0071, 0.0191, 0.0159, 0.0783, 0.0787, 0.0852, 0.0847, 0.0916, 0.0914, 0.097, 0.1016, 0.131, 0.1304, 0.1301, 0.1331, 0.1433, 0.1531, 0.1581, 0.1732, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 0, 9, 9, 9, 9, 9, 8, 8, 8, 9, 9, 14, 14, 14, 14, 14, 14, 14, 14, 14",23
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, h2h3, c7c6, g2g3, d7d5, a2a3, d5c4, h1h2, c8f5, d1c2, f5c2, g1f3, b8d7, f3e5, d7e5, a3a4, d8d4, h2h1, d4e4, d2d3, e5f3","[-0.0031, -0.007, -0.0067, -0.0118, -0.0114, -0.0196, -0.0208, -0.0311, -0.0307, -0.0938, -0.0925, -0.0949, -0.0957, -0.1083, -0.1102, -0.1221, -0.1308, -0.999, -0.9994, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -10, -10, -10, -9, -12, -12, -12, -12, -12, -12, -12",21
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b7b5, c4b5, g8h6, d2d4, d8h4, g1f3, h6g4, f3h4, d7d6, d1c2, g4e3, c1e3, c7c5, c2e4, c8f5, h4f5, h7h5, e4a8, h8h7, a8b8, e8d7, b8f8, f7f6, f8e7, d7c8, f5d6, c8b8, e7b7","[0.004, 0.0045, 0.017, 0.0162, 0.0312, 0.0328, 0.0841, 0.0847, 0.086, 0.0897, 0.1105, 0.113, 0.1246, 0.1285, 0.1682, 0.1755, 0.1786, 0.185, 0.9994, 0.9995, 0.9995, 0.9996, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 13, 13, 13, 13, 16, 16, 21, 21, 24, 24, 27, 27, 27, 27, 28, 28, 28",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"a2a4, d5d4, b1c3, d4c3, g1f3, c3d2, c1d2, b8c6, d2c3, d8d1, a1d1, e7e5, e2e3, f7f6, c3e5, c6e5, c4c5, f8c5, f3g5, c5b4, d1d2, f6g5, h2h4, g8f6, e1d1, b4d2, d1c2, d2a5, b2b3, c8f5, c2c1, e8c8, b3b4, a5b4, h4g5, b4a3","[-0.0035, -0.0075, -0.0363, -0.0382, -0.0437, -0.0427, -0.0429, -0.0454, -0.051, -0.0505, -0.0487, -0.0492, -0.0526, -0.0525, -0.0664, -0.0654, -0.0708, -0.0702, -0.0847, -0.0889, -0.0988, -0.103, -0.1065, -0.1143, -0.1152, -0.1188, -0.1321, -0.1374, -0.1595, -0.1714, -0.1685, -0.1841, -0.9986, -0.9993, -0.9999, -1.0]","0, 0, 0, -3, -3, -4, -3, -3, -3, -12, -3, -3, -3, -3, -2, -5, -5, -6, -6, -6, -6, -9, -9, -9, -9, -14, -14, -14, -14, -14, -14, -14, -14, -15, -14, -14",36
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1e2, f7f6, e2d4, c7c6, b1c3, d7d5, e4d5, d8b6, d4b3, b6a6, f1a6, g8h6, a6c4, b7b6, d5c6, h6f7, c6c7, f7d6, d1f3, g7g5, f3a8, c8g4, c7b8q, d6c8, b8c8, g4c8, a8c8","[-0.0046, 0.0318, 0.0202, 0.0077, 0.0093, 0.0176, 0.0188, 0.0274, 0.0295, 0.0736, 0.075, 0.0897, 0.0925, 0.0957, 0.0967, 0.1124, 0.1173, 0.1363, 0.1417, 0.1632, 0.1709, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 1, 1, 1, 1, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 16, 16, 27, 27, 30, 21, 24",27
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, d1d2, c5d4, e2e4, d4e3, d2e2, e3f2, e1f2, f8e7, c1d2, b8c6, d2c3, d8b6, f2e1, d5d4, c3d4, c6d4, a2a3, d4e2, b1d2, e2f4, d2c4, b6c7, e1d1, b7b5, d1e1, b5c4, f3d4, c7e5, f1e2, f4g2, e1d1, e7g5, e2f1, e5e1","[-0.0014, -0.0102, -0.009, -0.0156, -0.0199, -0.0274, -0.0286, -0.0437, -0.045, -0.0464, -0.0476, -0.0592, -0.0567, -0.0596, -0.061, -0.0615, -0.0627, -0.1153, -0.1171, -0.1167, -0.1162, -0.117, -0.113, -0.116, -0.1162, -0.1358, -0.1426, -0.1693, -0.2005, -0.9986, -0.9988, -0.9988, -0.9989, -0.9999, -1.0]","0, 0, -1, -1, -2, -2, -3, -2, -2, -2, -2, -2, -2, -2, -2, -1, -4, -4, -13, -13, -13, -13, -13, -13, -13, -13, -16, -16, -16, -16, -17, -17, -17, -17, -17",35
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, d8d5, b1c3, d5d7, g1f3, d7h3, g2h3, e7e5, f3e5, g7g5, d1b3, g8f6, b3f7, e8d8, f7f6, f8e7, f6h8, e7f8, h8f8","[0.0066, 0.0068, 0.0089, 0.012, 0.0122, 0.0777, 0.0799, 0.0783, 0.0839, 0.108, 0.1121, 0.9985, 0.9986, 0.9986, 0.9987, 0.9998, 0.9999, 0.9999, 1.0]","1, 0, 0, 0, 0, 0, 9, 9, 10, 10, 10, 10, 11, 11, 14, 14, 19, 19, 22",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1h3, d7d5, a2a3, d5e4, d1e2, b8c6, d2d4, c6d4, c1f4, d4e2, b1c3, e2c3, b2c3, d8f6, f4d2, e6e5, f1d3, e4d3, d2h6, g8h6, e1f1, d3c2, a1e1, f6a6, c3c4, a6c4, e1e2, c2c1q","[-0.0029, -0.0029, -0.0071, -0.0085, -0.0164, -0.0161, -0.0288, -0.031, -0.0613, -0.0639, -0.0875, -0.0902, -0.0902, -0.092, -0.0907, -0.0925, -0.1094, -0.1125, -0.1279, -0.1326, -0.1484, -0.1505, -0.9992, -0.9993, -0.9996, -0.9997, -0.9999, -1.0]","0, 0, 0, -1, -1, -1, -1, -2, -2, -11, -11, -14, -11, -11, -11, -11, -11, -14, -14, -17, -17, -18, -18, -18, -18, -19, -19, -27",28
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d2d4, f8b4, c2c3, d8h4, c3b4, f7f6, b1c3, a7a6, g2g3, f6f5, g3h4, h7h6, d1h5, e8f8, g1f3, f5f4, f3e5, b7b6, h5f7","[0.0057, 0.01, 0.0098, 0.0527, 0.0544, 0.0713, 0.0691, 0.077, 0.0761, 0.1037, 0.1034, 0.1146, 0.1169, 0.12, 0.1217, 0.9994, 0.9995, 0.9999, 1.0]","0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 12, 12, 12, 12, 12, 12, 12, 12, 12",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d2d3, d5c4, c1d2, c4d3, d2c3, d3e2, d1b3, e2f1r, e1f1, c8e6, h2h4, e6b3, f1e1, d8d1","[-0.0075, -0.0041, -0.0154, -0.0153, -0.0201, -0.0198, -0.0653, -0.0662, -0.066, -0.0683, -0.0925, -0.0952, -0.9999, -1.0]","0, -1, -1, -2, -2, -3, -3, -10, -5, -5, -5, -14, -14, -14",14
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f6e4, b1c3, d8f6, c3e4, f6c6, d1e2, g7g5, g1f3, c6c4, e2c4, f8b4, f3g5, b8a6, c4f7, e8d8, f7f6, d8e8, f6h8, e8e7, h8e5, e7f8, g5h7, f8f7, e4g5, f7g6, g2g4, b4e7, e5e7, c7c6, e7f6","[-0.0162, -0.0156, 0.0346, 0.0374, 0.0431, 0.0456, 0.0619, 0.0638, 0.0907, 0.0897, 0.128, 0.127, 0.999, 0.9992, 0.9992, 0.9993, 0.9993, 0.9994, 0.9994, 0.9995, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","-1, -1, -1, 2, 2, 2, 2, 2, -1, 8, 8, 9, 9, 10, 10, 10, 10, 15, 15, 16, 16, 17, 17, 17, 17, 17, 17, 20, 20, 20",30
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, c1f4, d8b6, g2g3, b8c6, f4h6, g8h6, b1d2, c5d4, a1b1, f8c5, a2a4, e6e5, e2e3, d4e3, d2b3, c5b4, b3d2, b4d2, d1d2, e3d2, e1d1, b6f2, b1a1, c8g4, c2c4, c6d4, h2h3, f2e1","[-0.0008, -0.0039, -0.0035, -0.0107, -0.0083, -0.0642, -0.0625, -0.066, -0.0645, -0.0631, -0.0666, -0.0697, -0.0697, -0.0804, -0.0811, -0.0864, -0.0879, -0.1185, -0.1171, -0.1176, -0.1186, -0.128, -0.1292, -0.9992, -0.9993, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -3, -3, -4, -4, -4, -4, -4, -4, -5, -5, -5, -5, -8, -5, -14, -14, -15, -15, -15, -15, -15, -15, -15",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, h7h5, g1f3, f7f6, b1c3, b8a6, d2d4, a8b8, e2e4, d8d6, e4e5, a6b4, e5d6, b4a6, d6c7, c8d7, c7b8b, b7b6, f1a6, b6b5, d1d3, g8h6, d3g6, h6f7, c3b5, d7f5, b5c7, e8d7, g6f5, d7d6, c7b5","[0.0067, 0.0129, 0.0145, 0.0319, 0.0309, 0.0355, 0.0333, 0.0414, 0.0428, 0.0535, 0.0506, 0.0998, 0.1002, 0.1065, 0.1093, 0.1322, 0.1346, 0.159, 0.161, 0.1609, 0.1777, 0.19, 0.9989, 0.9989, 0.999, 0.9994, 0.9995, 0.9997, 0.9998, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 11, 11, 18, 18, 21, 21, 21, 21, 21, 21, 22, 22, 22, 22, 25, 25, 25",31
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c2c4, d5e4, b1a3, b8c6, g2g4, h7h5, b2b3, c8g4, h2h3, g4d1, g1e2, d1e2, h3h4, e2f3, f1e2, f3h1, a3b1, e7e6, e2d1, d8d4, b1c3, c6b4, c3a4, b4d3, e1e2, d4f2","[-0.016, -0.0155, -0.0265, -0.025, -0.0354, -0.0329, -0.049, -0.0488, -0.0848, -0.0884, -0.0884, -0.0924, -0.1244, -0.1196, -0.1374, -0.1422, -0.1463, -0.155, -0.173, -0.1865, -0.1746, -0.1936, -0.9998, -0.9999, -0.9999, -1.0]","0, -1, -1, -1, -1, -1, -1, -2, -2, -11, -11, -14, -14, -14, -14, -19, -19, -19, -19, -19, -19, -19, -19, -19, -19, -20",26
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, c7c6, d5c6, b7b5, f1b5, h7h5, c6c7, b8c6, c7d8q, e8d8, b5c6, h8h6, c6a8, d8d7, e1f1, a7a5, d1f3, d7e8, a8c6, h6c6, f3c6, c8d7, c6a8, d7c8, a8c8","[0.0078, 0.0086, 0.0084, 0.0344, 0.0357, 0.0777, 0.0796, 0.1084, 0.1095, 0.1106, 0.1115, 0.1312, 0.1331, 0.1381, 0.1392, 0.1476, 0.1508, 0.1517, 0.1513, 0.1572, 0.1604, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 2, 2, 3, 3, 3, 3, 20, 11, 14, 14, 19, 19, 19, 19, 19, 19, 19, 16, 21, 21, 21, 21, 24",25
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"h2h4, d7d5, d2d3, b8c6, g1f3, d5e4, f3h2, e4d3, e1d2, d3c2, d2c2, c6b4, c2c3, d8d1, f1c4, d1c2, c3d4, e6e5, d4e5, c2c4, c1f4, f7f6","[-0.0025, -0.0023, -0.0048, -0.0044, -0.0036, -0.0056, -0.0174, -0.0201, -0.081, -0.0748, -0.0744, -0.0751, -0.0729, -0.0732, -0.9995, -0.9996, -0.9996, -0.9997, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -1, -1, -2, -2, -3, -2, -2, -2, -11, -11, -11, -11, -11, -10, -13, -13, -13",22
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, f7f5, f3e5, g7g5, d1h5, e8e7, h5f7, e7d6, e5c4, d6c6, f7d5","[0.0037, 0.0136, 0.0136, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",11
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"h2h4, d5e4, b2b3, b8c6, d1f3, e4f3, e1d1, d8d4, f1d3, f3g2, d3e2, g2h1q, b1a3, h1g1, e2f1, g1f1","[-0.0138, -0.0135, -0.016, -0.0145, -0.0758, -0.0756, -0.0904, -0.0946, -0.1796, -0.2024, -0.2912, -0.999, -0.9998, -0.9999, -0.9999, -1.0]","0, -1, -1, -1, -1, -10, -10, -10, -10, -11, -11, -24, -24, -27, -27, -30",16
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b1a3, d4b3, a2b3, c7c6, d2d4, g7g6, f1d3, d7d6, h2h3, h7h5, g1f3, c8g4, h3g4, e7e6, g4g5, g8e7, c1f4, e7f5, e4f5, d6d5, f5g6, h5h4, g6f7, e8e7, f4e5, f8h6, e5f6, e7f7, f3e5, f7e8, d1h5, e8f8, h5f7","[-0.0051, 0.0298, 0.0153, 0.0109, 0.0107, 0.0117, 0.0118, 0.0121, 0.0118, 0.0213, 0.0212, 0.064, 0.0605, 0.066, 0.0653, 0.0657, 0.0661, 0.0821, 0.0802, 0.0943, 0.092, 0.1052, 0.1098, 0.1215, 0.1229, 0.1381, 0.1405, 0.5716, 0.9993, 0.9998, 0.9999, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 6, 6, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7",33
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, e2e3, g8f6, b1c3, d7d5, d2d3, b4c3, d1d2, c3d2, e1d2, f6g4, d2d1, g4f2, d1e2, f2h1, e2d2, d8f6, c1a3, d5d4, c2c4, f6f2, f1e2, f2e3, d2d1, e3g1, d1d2, g1e3, d2e1, c8g4, a1d1, e3e2","[-0.0151, -0.0175, -0.017, -0.0246, -0.0242, -0.0683, -0.0672, -0.0779, -0.0783, -0.087, -0.0866, -0.108, -0.1087, -0.1147, -0.1195, -0.1206, -0.123, -0.1262, -0.1267, -0.1356, -0.1376, -0.1403, -0.1449, -0.1891, -0.2425, -0.9993, -0.9994, -0.9995, -0.9996, -0.9999, -1.0]","-1, -1, -1, -1, -1, -1, -4, -4, -13, -10, -10, -10, -11, -11, -16, -16, -16, -16, -16, -16, -16, -16, -17, -17, -20, -20, -20, -20, -20, -20, -23",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b7b6, c1b2, d7d6, e2e3, d8h4, d2d4, h4h6, b1c3, c8f5, d1f3, f7f6, f3a8, e8e7, a8b8, f5e6, b8c7, e7e8, f1b5, e6d7, c7d7","[-0.0037, -0.0037, -0.0011, -0.0011, 0.008, 0.0071, 0.0082, 0.0104, 0.0563, 0.058, 0.0843, 0.0947, 0.12, 0.1582, 0.9988, 0.999, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 8, 8, 9, 9, 9, 9, 12",20
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g2g4, d7d5, h2h3, h7h5, f1a6, b8a6, c2c4, d5e4, d2d3, d8d3, h3h4, h5g4, b2b3, f8b4, b1c3, b4c3, d1d2, a6b4, h4h5, c3d2, e1d1, d2c1, d1e1, b4c2","[-0.0084, -0.0092, -0.0107, -0.0104, -0.0613, -0.0626, -0.0738, -0.0735, -0.0747, -0.0761, -0.0802, -0.0783, -0.086, -0.0886, -0.1073, -0.1168, -0.163, -0.1691, -0.9992, -0.9993, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -3, -3, -4, -4, -5, -5, -6, -6, -6, -6, -9, -9, -9, -9, -18, -18, -21, -21, -21",24
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, g7g6, b1c3, c8f5, e2e4, b7b6, e4f5, e7e6, f1b5, e8e7, f5e6, b8a6, b5a6, g8h6, d2d4, h6f5, g1f3, h7h5, f3e5, f5g7, c1g5, e7d6, e5f7","[0.0066, 0.0101, 0.0107, 0.0313, 0.0302, 0.0666, 0.0671, 0.0753, 0.0748, 0.0807, 0.0804, 0.0914, 0.0948, 0.1007, 0.0951, 0.0961, 0.0966, 0.1107, 0.1103, 0.9994, 0.9995, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9",23
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f1d3, b8c6, g2g3, g8f6, f2f4, d5e4, d3b5, c8g4, b5a6, g4d1, g1e2, b7a6, e2g1, d1c2, g1h3, c2d3, h3f2, c6d4, h1g1, d8d5, a2a3, d4f3, e1d1, d5b3","[-0.0033, -0.0027, -0.0157, -0.0156, -0.0336, -0.032, -0.0329, -0.0329, -0.0755, -0.082, -0.1011, -0.1093, -0.1324, -0.1383, -0.1403, -0.1454, -0.1484, -0.1705, -0.9992, -0.9993, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -1, -1, -1, -1, -10, -10, -13, -13, -14, -14, -14, -14, -14, -14, -14, -14, -14, -14, -14",24
